S.No,Sentence,Annotator 1,Annotator 2,IAA,label
1546,"as sharp as you are, i am surprised you missed my sarcasm. it happens. we do usually like to stir things up when it interests us. we sell weapons to taiwan and israel.  well then we have nothing to worry about. i didn't say that. we should be concerned by how much money is poured into these black ops programs. i support them, but i am concerned about over spending on them.",Non-Sarcastic,Sarcastic,Disagree,Unknown
1547,"<flush>
I suppose ""good"" atheists are always ""good"" until some religious person whitewashed them into doing something ""bad?"" Get real. Fact is ALL HAVE SINNED AND FALLEN SHORT OF THE GLORY OF GOD.",Sarcastic,Sarcastic,Agree,Sarcastic
1548,"oooooh, kind of like the nyt, huffpo, brady bunch, and vpc and the commie computer teacher, lambert in australia? you would be better off disputing the content and actual logging of events...if you could. emoticonxgood",Sarcastic,Sarcastic,Agree,Sarcastic
1549,"Since when does the fate get decided by the victim? A woman could be said to have a biased opinion on it because she is an involved party. Even so, I take the stand that no one has any authority over the other to make that decision.",Sarcastic,Non-Sarcastic,Disagree,Unknown
1550,"Oh, Mrwriterman made a funny. I guess not all gays are humorless. :) 
",Non-Sarcastic,Sarcastic,Disagree,Unknown
1551,listen if they can be nasty to me i can be equally nasty to them. what part of equailty do you not understand? equality one way or the other that is my over riding concern right and wrong are secondary.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1552,and the other two...? 'political disorder and confusion' is not the same as personal 'disorder and confusion'.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1553,"Yes none of the organs flown in from Africa or India would be farmed from murdered people, would they?
",Non-Sarcastic,Sarcastic,Disagree,Unknown
1554,Oh? And what do you consider yourself when it comes to gun rights? Are you moderate or fanatical? Would you actually declare yourself a fanatic or would you like to be known as a moderate?   I don't think any organization who wants to be taken seriously will declare themselves fanatical about their cause because that would take away from their credibility.,Sarcastic,Non-Sarcastic,Disagree,Unknown
1555,"But Miller is with Jesus (and by extension, you): he says that God exists and that Christianity is true. Or, if you insist that he's against you, you're left with this conundrum: You call Miller and theistic evolutionists incorrect, and he calls you and anti-evolutionists incorrect; why is your position any more logical than his?Regarding your citation about atheists using evolutionary findings to support their concepts, you omit the remainder of the paragraph. Shame on you, marc, for your quote mine. Miller clearly continues with ""philosophical pronouncements"" that many atheists do not forward. Over the following three paragraphs, he examines a single philosophical insinuation -- not a plethora of them -- and then moves beyond ""atheistic philosophical pronouncements.""",Sarcastic,Non-Sarcastic,Disagree,Unknown
1556,"That ""somebody"" was a Jesuit priest, the idea met some initial resistance because of it's religious overtones. But the overwhelming evidence in favor of it carried the day. You should study some history too.",Sarcastic,Non-Sarcastic,Disagree,Unknown
1557,"Well, the French have always been an independent and rebellious lot, not like those staid northern Europeans. And let's remember how much we all owe to those heathens of Greece and Rome!
",Non-Sarcastic,Sarcastic,Disagree,Unknown
1558,"I don't know about you..but being shot in the back is more human than being taken apart piece by piece. If I recall correctly, Chinese inmates sentenced to death are executed this way to minimize the pain.",Sarcastic,Non-Sarcastic,Disagree,Unknown
1559,"And for good reason. Electrical engineers in general have a pretty poor track record when discussing issues that have nothing to do with... electrical engineering. Examples: Walter ReMine, Fred Williams, etc.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1560,"Actually, I find it near impossible to discuss the second amendment without gun control advocates bringing up the third argument. Weak? Yes. Rare? No.
 
 In my opinion, all arguments in favor of gun control are weak.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1561,"Sweetums, get over yourself. We do get along with theists. Just not homophobic theists
",Sarcastic,Sarcastic,Agree,Sarcastic
1562,"An isolated event?
Saturday was eight days into the New Year. Six innocents shot down in Arizona. How many others, not reported, have been killed in America since the beginning of 2011?
The American News Media is afraid to disclose the truth about our violent nation.
Shooting people for fun! All Red, White and Blue and as 'Merican as apple pie.",Sarcastic,Sarcastic,Agree,Sarcastic
1563,"No I shouldn't be fighting against abiogenesis, I'm for unrestricted freedom to explore it all!",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1564,"Doh! how was that again?
umm... so Christianity's tenets can be also found for instance in ... Playboy?",Sarcastic,Sarcastic,Agree,Sarcastic
1565,And there are plenty of cases where criminals are scared off by much less than a gun.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1566,"Amen mekayla, and welcome to the forum. Now prepare for the ensuing hate speech which is sure to come from the pro death and infanticide advocates who are sure to attack you for daring to share your common sense and compassionate opinion. emoticon_xangel",Non-Sarcastic,Sarcastic,Disagree,Unknown
1567,"Could you be so kind as to point out the holes, please? Or are you going to dance around some more?",Sarcastic,Sarcastic,Agree,Sarcastic
1568,"Because you've presented no credible evidence to support the claims that private transactions are an established and major source of firearms for criminals.
 
 If you can't prove it's broken, you don't have grounds to call for fixing it.",Sarcastic,Non-Sarcastic,Disagree,Unknown
1569,So why are you here? Do you have anything to offer of any substance?,Sarcastic,Sarcastic,Agree,Sarcastic
1570,"You have this habit of making sweeping claims with little to no substantiation.And even if we were to completely ignore LeVay altogether, there is MOUNDS of other evidence showing a genetic cause.Like I keep pointing out, but nobody on your side of the fence seems to realize, NARTH's OWN CITED REFERENCES say there is a genetic cause!",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1571,"Is this not illegal?  Both federal and state laws prohibit businesses from denying public accommodation to citizens on the basis of race, color, religion or national original. The Federal Civil Rights Act guarantees all people the right to ""full and equ",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1572,"So???? Are we supposed to be surprised? Hardly emoticon_rolleyes 
 
 State constitutions and / or their amendments don't mean diddly squat if they are not in agreement with the US cconstitution.",Sarcastic,Sarcastic,Agree,Sarcastic
1573,"If guns do kill, then why should we arrest the people instead of the guns?",Sarcastic,Sarcastic,Agree,Sarcastic
1574,"Oh, buddy, Atheism has EVERYTHING to do with that. The morality-less framework of Atheism ALLOWED them to justify the horrors that they inflicted.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1575,"Well, I think I will be sending Satan a snow shovel about now. We actually agree on something. It is ""inconceivable"" (to quote ""the Princess Bride"")",Sarcastic,Sarcastic,Agree,Sarcastic
1576,"there it is, at the top in bold letters. reckon you can find it now?",Sarcastic,Sarcastic,Agree,Sarcastic
1577,"I guess he was a ""democrat"" as well. He certainly would not have been a republican.",Sarcastic,Sarcastic,Agree,Sarcastic
1578,"But poetry will never be taken seriously in political decisions. Atheists have a lot to like in songofgenesis, don't they?   another quote",Non-Sarcastic,Sarcastic,Disagree,Unknown
1579,"Oh no, it's not too complex for us to understand. So please explain to we simpletons how Intelligent Design is nothing more than animism. But first, here is the truth regarding this newest perverse propaganda you are promoting.",Sarcastic,Sarcastic,Agree,Sarcastic
1580,"I guess you never thought that many Cathoilics have gays in their family, or should they ask them to take their lives ?",Sarcastic,Non-Sarcastic,Disagree,Unknown
1581,"Supersport, where art thou now...   Bah, who am I kidding. Of course he won't come over here...",Sarcastic,Sarcastic,Agree,Sarcastic
1582,to be honest i was playing devils advocate i'm surprised more people did'nt comment!!!,Non-Sarcastic,Sarcastic,Disagree,Unknown
1583,How does this have anything to do with marriage? Reproduction occurs outside of marriage and has done so long before man became civilized.   Permitting only gay marriages won't decrease numbers. Increased family planning and birth control will.,Non-Sarcastic,Sarcastic,Disagree,Unknown
1584,So your value system supports and approves of the kicking of retards?,Sarcastic,Sarcastic,Agree,Sarcastic
1585,"MSNBC and CNN are about as ""fair and balanced"" as a drunken sailor.",Sarcastic,Sarcastic,Agree,Sarcastic
1586,i tend to agree; i am surprised some regulars here seem to intend on even giving this poster the time of day and converse with him after the stuff posted the other night.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
1587,"Yes, socialist. Check the definition. I don't watch Fox. Is that the best you can do?",Sarcastic,Sarcastic,Agree,Sarcastic
1588,Walking-fish:   What I'd like to know is where this specimen fits in with the following lineage:   Eusthenopteron -> Panderichthyes -> Acanthostega -> Ichthyostega. Can anyone elaborate on this?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
